	id	AMM_id	name	reaction	subsystem	reversibility	gpr	val_fit	mfaLB	mfaUB	val_fit_100	mfaLB_100	mfaUB_100	pfba	pfba_100
ADPATPt_c_m	ADPATPt_c_m	ADPATPt_c_m	ADP/ATP transporter	adp_c + atp_m --> adp_m + atp_c	Transport	0	YBL030C or YBR085W or YMR056C	21.76592161056655	18.58585277837079	22.37443509729226	78.59715826473503	67.11386903082075	80.79451207672285	19.68623711794737	71.08763445185127
ADSK_c	ADSK_c	ADSK_c	adenylyl-sulfate kinase	aps_c + atp_c --> adp_c + h_c + paps_c	Purine metabolism	0	YKL001C	0.02358777704688502	0.02358175850830306	0.02359382530830306	0.08517591300922864	0.08515417995156573	0.08519775339661977	0.02359169067678276	0.08519035267554194
ADSL1r_c	ADSL1r_c	ADSL1r_c	adenylosuccinate lyase	dcamp_c --> amp_c + fum_c	Purine metabolism	0	YLR359W	0.0748261709914192	0.0748070233780137	0.07484530133955047	0.2701987312543491	0.2701295888569744	0.2702678113064891	0.07483853292322146	0.2702443458078958
ADSL2i_c	ADSL2i_c	ADSL2i_c	adenylosuccinate lyase (AICAR)	25aics_c --> aicar_c + fum_c	Purine metabolism	0	YLR359W	0.07801831111205404	0.07799834814595392	0.07803826266101702	0.2817256101411566	0.2816535234896434	0.2817976555651697	0.07803119633648647	0.2817731559248415
ADSS_c	ADSS_c	ADSS_c	adenylosuccinate synthase	asp__L_c + gtp_c + imp_c --> dcamp_c + gdp_c + 2.0 h_c + pi_c	Purine metabolism	0	YNL220W	0.07482617884348512	0.0748070233780137	0.07484530133955047	0.270198759608309	0.2701295888569744	0.2702678113064891	0.07483853292322146	0.2702443458078958
AGPAT_c	AGPAT_c	AGPAT_c	1-Acyl-sn-glycerol-3-phosphate acyltransferase	1agp_c + acylcoa_c --> coa_c + pa_c	Lipid biosynthesis	0	YOR175C or (YDL052C or YOR175C)	0.02041442308578536	0.0204092001860984	0.02041964358609839	0.07371687130297294	0.07369801131254196	0.07373572262921892	0.02041779613600235	0.07372931755989615
AGPRi_m	AGPRi_m	AGPRi_m	N-acetyl-g-glutamyl-phosphate reductase	acg5p_m + h_m + nadph_m --> acg5sa_m + nadp_m + pi_m	Arginine and proline metabolism	0	YER069W	0.2877669998015727	0.09266828825481137	0.5467230474982934	1.039132127343146	0.3346269571489058	1.974227356876119	0.09957834404394711	0.3595805982781375
AGTi_c	AGTi_c	AGTi_c	alanine glyoxylate aminotransferase	ala__L_c + glx_c --> gly_c + pyr_c	Glycine, serine and threonine metabolism	0	YFL030W	1.000000924562513e-07	1e-07	0.1622015270592633	3.61102242022985e-07	3.611019081616972e-07	0.5857128092784115	1e-07	3.611032114768278e-07
AHCi_c	AHCi_c	AHCi_c	adenosylhomocysteinase	ahcys_c + h2o_c --> adn_c + hcys__L_c	Cysteine and methionine metabolism	0	YER043C	0.04311716575571382	0.0431061662413435	1.18689008967744	0.1556969082891245	0.1556571888328447	4.285882761607314	0.04312432166059504	0.155723310444006
AHSERL2_c	AHSERL2_c	AHSERL2_c	O-acetylhomoserine (thiol)-lyase	achms_c + h2s_c --> ac_c + hcys__L_c	Cysteine and methionine metabolism	0	YLR303W	0.02342993346887409	1e-07	0.02359372530830306	0.08460593683712046	3.611019081616972e-07	0.08519739229471163	0.02359159067678276	0.08518999157233047
AICART_c	AICART_c	AICART_c	phosphoribosylaminoimidazolecarboxamide formyltransferase	10fthf_c + aicar_c --> fprica_c + thf_c	Purine metabolism	0	YLR028C or YMR120C	0.11358412798657	0.1135550779337576	0.1136131868488207	0.4101544535283285	0.4100495532333009	0.4102593856344058	0.1136029019129157	0.4102237271384093
AIRC1_c	AIRC1_c	AIRC1_c	phosphoribosylaminoimidazole-carboxylase	air_c + atp_c + co2_c + h2o_c --> 5aizc_c + adp_c + 3.0 h_c + pi_c	Purine metabolism	0	YOR128C	0.07801829544821595	0.07799834814595392	0.07803826266101702	0.2817255535787384	0.2816535234896434	0.2817976555651697	0.07803119633648647	0.2817731559248415
AKGCITta_m	AKGCITta_m	AKGCITta_m	AKG transporter, mitochondrial	akg_c + cit_m --> akg_m + cit_c	Transport	0	YMR241W	1.213012886642345	1e-07	99999999.62855503	4.380212679912794	3.611019081616972e-07	361101906.8204023	1e-07	3.611032114768278e-07
AKGDH_m	AKGDH_m	AKGDH_m	2-oxoglutarate dehydrogenase	akg_m + coa_m + nad_m --> co2_m + nadh_m + succoa_m	Citric acid cycle	0	YDR148C and YFL018C and YIL125W	1.026037876604851e-07	1e-07	0.140649838258934	3.705042350881878e-07	3.611019081616972e-07	0.5078892497793517	0.02135593916327316	0.07711698215961699
AKGMALta_m	AKGMALta_m	AKGMALta_m	oxoglutarate/malate exchange	akg_m + mal__L_c --> akg_c + mal__L_m	Transport	0	YOR222W or YPL134C	2.311977609377441	0.3714450491897036	100000000.0	8.348595263733129	1.341295160396174	361101908.1616972	0.4908617167927797	1.772517423249019
ALATA_L_m	ALATA_L_m	ALATA_L_m	L-alanine transaminase	akg_m + ala__L_m <=> glu__L_m + pyr_m	Alanine, aspartate and glutamate metabolism	0	YLR089C	0.1800403581100826	0.0212697164397869	0.3421957346350279	0.6501291685966614	0.07680535192465268	1.235675327415024	-0.02135054158956082	0.07709749134759987
ALAt_c_m	ALAt_c_m	ALAt_c_m	L-alanine transport	ala__L_m --> ala__L_c	Transport	0		0.1800403608034885	0.0212697164397869	0.3421957346350279	0.6501291783226014	0.07680535192465268	1.235675327415024	0.02135054158956082	0.07709749134759987
ALDD2y_m	ALDD2y_m	ALDD2y_m	aldehyde dehydrogenase (acetylaldehyde, NADP)	acald_m + h2o_m + nadp_m --> ac_m + 2.0 h_m + nadph_m	Pyruvate metabolism	0	YER073W or YOR374W	3.467304607480827e-07	1e-07	0.2782043008092737	1.252050309939171e-06	3.611019081616972e-07	1.004601038810195	1e-07	3.611032114768278e-07
ALPHNH_c	ALPHNH_c	ALPHNH_c	allophanate hydrolase	allphn_c + h2o_c + 3.0 h_c --> 2.0 co2_c + 2.0 nh4_c	Arginine and proline metabolism	0	YBR208C	-8.646091248344329e-05	-8.646091248344329e-05	0.2758881470615304	-0.0003122120047917288	-0.0003122120047917288	0.9962373634311357	-8.65e-05	-0.0003123542779274561
ANPRT_c	ANPRT_c	ANPRT_c	anthranilate phosphoribosyltransferase	anth_c + prpp_c --> ppi_c + pran_c	Phenylalanine, tyrosine and tryptophan metabolism	0	YDR354W	0.01197812356040113	0.01197507183535796	0.1706996714971488	0.04325323273857431	0.04324221290121158	0.6163997710019531	0.1706997	0.6164020986813107
ANS_c	ANS_c	ANS_c	anthranilate synthase	chor_c + gln__L_c --> anth_c + glu__L_c + h_c + pyr_c	Phenylalanine, tyrosine and tryptophan metabolism	0	YER090W and YKL211C	0.01197802636318846	0.0119749712795006	0.01198109887950059	0.04325288175758465	0.04324184979209186	0.04326397667261637	0.01198001489964648	0.04326021853802591
ARGN_c	ARGN_c	ARGN_c	arginase	arg__L_c + h2o_c --> orn_c + urea_c	Arginine and proline metabolism	0	YPL111W	-8.64572944494952e-05	-8.64572944494952e-05	0.2758881470615304	-0.0003121989400021043	-0.0003121989400021043	0.9962373634311357	-8.65e-05	-0.0003123542779274561
ARGSL_c	ARGSL_c	ARGSL_c	argininosuccinate lyase	argsuc_c <=> arg__L_c + fum_c	Arginine and proline metabolism	1	YHR018C	0.07104519467062971	0.07104519467062971	0.3470372153686523	0.2565455536128363	0.2565455536128363	1.253158006727422	0.07105691115285848	0.2565887881492082
ARGSS_c	ARGSS_c	ARGSS_c	argininosuccinate synthase	asp__L_c + atp_c + citr__L_c <=> amp_c + argsuc_c + h_c + ppi_c	Arginine and proline metabolism	1	YOL058W	0.07104518831693227	0.07104518831693227	0.3470372153686523	0.2565455306695136	0.2565455306695136	1.253158006727422	0.07105691115285848	0.2565887881492082
ASAD_c	ASAD_c	ASAD_c	aspartate-semialdehyde dehydrogenase	4pasp_c + h_c + nadph_c --> aspsa_c + nadp_c + pi_c	Glycine, serine and threonine metabolism	0	YDR158W	0.2321913156859427	0.2321319360404791	0.4550706046525425	0.8384472715276894	0.8382328504948606	1.643268636883304	0.2322297053609582	0.8385889240615952
ASNS1_c	ASNS1_c	ASNS1_c	asparagine synthase (glutamine-hydrolysing)	asp__L_c + atp_c + gln__L_c + h2o_c --> amp_c + asn__L_c + glu__L_c + h_c + ppi_c	Alanine, aspartate and glutamate metabolism	0	YGR124W or YPR145W	0.08550555223500989	0.08548368145243082	1.229267597198486	0.3087621807048174	0.3086832048915945	4.43890874989718	0.08551968543970495	0.3088143305676557
ASPCT_c	ASPCT_c	ASPCT_c	aspartate carbamoyltransferase	asp__L_c + cbp_c --> cbasp_c + h_c + pi_c	Pyrimidine metabolism	0	YJL130C	0.08834846797020705	0.08832586851896679	0.08837106491896679	0.3190280036720435	0.3189463966223809	0.3191096016852012	0.08836306962112112	0.3190818821613736
ASPGLUt_c_m	ASPGLUt_c_m	ASPGLUt_c_m	aspartate-glutamate transporter	asp__L_m + glu__L_c --> asp__L_c + glu__L_m	Transport	0	YPR021C	0.2399335543344073	1e-07	0.5267397314310074	0.8664046430217273	3.611019081616972e-07	1.902067221243167	1e-07	3.611032114768278e-07
ASPK_c	ASPK_c	ASPK_c	aspartate kinase	asp__L_c + atp_c --> 4pasp_c + adp_c	Glycine, serine and threonine metabolism	0	YER052C	0.2321913132782599	0.2321319360404791	0.4550706046525425	0.8384472628335006	0.8382328504948606	1.643268636883304	0.2322297053609582	0.8385889240615952
ASPTA_c	ASPTA_c	ASPTA_c	aspartate transaminase	akg_c + asp__L_c <=> glu__L_c + oaa_c	Oxidative phosphorylation	1	YLR027C	-0.4755068123340607	-1.21441776576637	-0.1887743202624479	-1.717064172777154	-4.385285725237011	-0.6816676725869727	-0.7155584862740556	-2.583904673930591
ASPTAi_m	ASPTAi_m	ASPTAi_m	aspartate transaminase	glu__L_m + oaa_m --> akg_m + asp__L_m	Oxidative phosphorylation	0	YKL106W	0.2399335562469538	1e-07	0.5267397314310074	0.8664046499279694	3.611019081616972e-07	1.902067221243167	1e-07	3.611032114768278e-07
ATPM_c	ATPM_c	ATPM_c	ATP maintenance requirement	atp_c + h2o_c --> adp_c + h_c + pi_c	Unassigned	0		1.003038132814851e-07	1e-07	3.088216906413436	3.621989837183885e-07	3.611019081616972e-07	11.15161017723105	1e-07	3.611032114768278e-07
ATPPRT_c	ATPPRT_c	ATPPRT_c	ATP phosphoribosyltransferase	atp_c + h_c + prpp_c --> ppi_c + prbatp_c	Histidine metabolism	0	YER055C	0.03556583323422308	0.03555672978780365	0.03557492418780365	0.1284289024623866	0.1283960297436576	0.1284617300692361	0.03557170557642924	0.1284505712135678
ATPS_m	ATPS_m	ATPS_m	ATP synthase	3.0 adp_m + 10.0 h_c + 3.0 pi_m --> 3.0 atp_m + 3.0 h2o_m + 7.0 h_m	Oxidative phosphorylation	0	(Q0080 and Q0085 and Q0130 and YBL099W and YBR039W and YDL004W and YDR298C and YDR322C-A and YDR377W and YJR121W and YKL016C and YLR295C and YML081C-A and YPL078C and YPL271W) or (Q0080 and Q0085 and Q0130 and YBL099W and YBR039W and YDL004W and YDR298C and YDR377W and YJR121W and YKL016C and YLR295C and YML081C-A and YPL078C and YPL271W and YPR020W) or (Q0080 and Q0085 and Q0130 and YBL099W and YBR039W and YDL004W and YDR298C and YDR322C-A and YDR377W and YJR121W and YKL016C and YLR295C and YML081C-A and YPL078C and YPL271W and YJL180C and YLR393W and YNL315C and YOL077W-A and YCL005W-A)	7.124899449085969	6.057864051019351	7.358291868948428	25.72814786525169	21.87506268207236	26.57093234687979	6.424531036153851	23.19918789387708
BPNT_c	BPNT_c	BPNT_c	3',5'-bisphosphate nucleotidase	h2o_c + pap_c --> amp_c + pi_c	Sulfur metabolism	0	YOL064C	0.02358777812205448	0.02358175850830306	0.02359382530830306	0.08517591689168606	0.08515417995156573	0.08519775339661977	0.02359169067678276	0.08519035267554194
BIOMASS	BIOMASS	BIOMASS	Biomass reaction for S. cerevisiae	0.460516 ala__L_c + 0.181944 arg__L_c + 0.218710 asn__L_c + 0.218710 asp__L_c + 0.006599 cys__L_c + 0.364830 gln__L_c + 0.364830 glu__L_c + 0.419036 gly_c + 0.090972 his__L_c + 0.277629 ile__L_c + 0.377557 leu__L_c + 0.309682 lys__L_c + 0.053735 met__L_c + 0.177230 phe__L_c + 0.198913 pro__L_c + 0.251233 ser__L_c + 0.262546 thr__L_c + 0.030638 trp__L_c + 0.092386 tyr__L_c + 0.345505 val__L_c + 0.384230 mannan_c + 0.596242 13BDglucan_c + 0.156906 16BDglucan_c + 0.014097 chtn_c + 0.287457 glycogen_c + 0.014409 tre_c + 0.006778 ergstest_c + 0.026475 ergst_c + 0.006882 pail_c + 0.025678 pc_c + 0.006901 pe_c + 0.005927 ps_c + 0.006829 tag_c + 0.003830 ipcbiom_c + 0.001474 ffabiom_c + 0.093742 ctp_c + 0.096469 gtp_c + 0.125619 utp_c + 0.003953 datp_c + 0.002668 dctp_c + 0.002668 dgtp_c + 0.003953 dttp_c + 0.001286 ca2_c + 0.000114 cu2_c + 0.000664 fe2_c + 0.603650 k_c + 0.063607 mg2_c + 0.000094 mn2_c + 0.001576 zn2_c + 0.031223 so4_c + 144.262612 atp_c + 134.759741 h2o_c --> 4.703201 amp_c + 139.462942 adp_c + 139.462942 h_c + 139.357287 pi_c + 5.128742 ppi_c	Pseudoreaction	0		0.3909535570043931	0.3908535570043931	0.3910535570043931	1.411740754368892	1.41137965246073	1.412101856277054	0.3910181767624021	1.411979193747173
C14STR_c	C14STR_c	C14STR_c	C-14 sterol reductase	44mctr_c + h_c + nadph_c --> 14dmlanost_c + nadp_c	Ergosterol biosynthesis	0	YNL280C	0.01300036702283069	0.01299705333106708	0.01300370393106708	0.04694457338746566	0.04693260758327666	0.04695662302678087	0.01300252743188016	0.04695254412967475
C22STDSy_c	C22STDSy_c	C22STDSy_c	C-22 sterol desaturase (NADP)	ergtrol_c + h_c + nadph_c + o2_c --> ergtetrol_c + 2.0 h2o_c + nadp_c	Ergosterol biosynthesis	0	YMR015C	0.01300038143243183	0.01299705333106708	0.01300370393106708	0.04694462542081031	0.04693260758327666	0.04695662302678087	0.01300252743188016	0.04695254412967475
C24STR_r	C24STR_r	C24STR_c	C-s24 sterol reductase	ergtetrol_c + h_c + nadph_c --> ergst_c + nadp_c	Ergosterol biosynthesis	0	YGL012W	0.0130003845158895	0.01299705333106708	0.01300370393106708	0.04694463655523479	0.04693260758327666	0.04695662302678087	0.01300252743188016	0.04695254412967475
C3STDH1_c	C3STDH1_c	C3STDH1_c	C-3 sterol dehydrogenase (4-methylzymosterol)	4mzym4c_c + nad_c --> 3d4mzym_c + co2_c + nadh_c	Ergosterol biosynthesis	0	YGL001C	0.0130003653722712	0.01299705333106708	0.01300370393106708	0.04694456742726385	0.04693260758327666	0.04695662302678087	0.01300252743188016	0.04695254412967475
C3STDH2_c	C3STDH2_c	C3STDH2_c	C-3 sterol dehydrogenase	nadp_c + zym_int1C_c --> co2_c + nadph_c + zym_int2_c	Ergosterol biosynthesis	0	YGL001C	0.01300037464278175	0.01299705333106708	0.01300370393106708	0.04694460090325431	0.04693260758327666	0.04695662302678087	0.01300252743188016	0.04695254412967475
C3STKR1_c	C3STKR1_c	C3STKR1_c	C-3 sterol keto reductase (4-methylzymosterol)	3d4mzym_c + h_c + nadph_c --> 4mzym_c + nadp_c	Ergosterol biosynthesis	0	YLR100W	0.0130003643961475	0.01299705333106708	0.01300370393106708	0.04694456390246252	0.04693260758327666	0.04695662302678087	0.01300252743188016	0.04695254412967475
C3STKR2_c	C3STKR2_c	C3STKR2_c	C-3 sterol keto reductase (zymosterol)	h_c + nadph_c + zym_int2_c --> nadp_c + zymst_c	Ergosterol biosynthesis	0	YLR100W	0.01300037461630029	0.01299705333106708	0.01300370393106708	0.04694460080762925	0.04693260758327666	0.04695662302678087	0.01300252743188016	0.04695254412967475
C4STMO1_c	C4STMO1_c	C4STMO1_c	C-4 methyl sterol oxidase	4mzym_c + h_c + nadph_c + o2_c --> h2o_c + nadp_c + zym_int1A_c	Ergosterol biosynthesis	0	YGR060W	0.01300037253960299	0.01299705333106708	0.01300370393106708	0.04694459330863569	0.04693260758327666	0.04695662302678087	0.01300252743188016	0.04695254412967475
C4STMO2_c	C4STMO2_c	C4STMO2_c	C-4 methyl sterol oxidase	h_c + nadph_c + o2_c + zym_int1A_c --> 2.0 h2o_c + nadp_c + zym_int1B_c	Ergosterol biosynthesis	0	YGR060W	0.01300037066193638	0.01299705333106708	0.01300370393106708	0.04694458652834572	0.04693260758327666	0.04695662302678087	0.01300252743188016	0.04695254412967475
C4STMO3_c	C4STMO3_c	C4STMO3_c	C-4 methyl sterol oxidase	nadph_c + o2_c + zym_int1B_c --> h2o_c + nadp_c + zym_int1C_c	Ergosterol biosynthesis	0	YGR060W	0.01300037509832545	0.01299705333106708	0.01300370393106708	0.04694460254823131	0.04693260758327666	0.04695662302678087	0.01300252743188016	0.04695254412967475
C4STMO4_c	C4STMO4_c	C4STMO4_c	C-4 sterol methyl oxidase (4,4-dimethylzymosterol)	14dmlanost_c + 2.0 h_c + 3.0 nadph_c + 3.0 o2_c --> 4mzym4c_c + 4.0 h2o_c + 3.0 nadp_c	Ergosterol biosynthesis	0	YGR060W	0.01300036848003642	0.01299705333106708	0.01300370393106708	0.04694457864946334	0.04693260758327666	0.04695662302678087	0.01300252743188016	0.04695254412967475
C5STDS_c	C5STDS_c	C5STDS_c	C-5 sterol desaturase	epist_c + h_c + nadph_c + o2_c --> ergtrol_c + 2.0 h2o_c + nadp_c	Ergosterol biosynthesis	0	YLR056W	0.01300038095990387	0.01299705333106708	0.01300370393106708	0.04694462371450284	0.04693260758327666	0.04695662302678087	0.01300252743188016	0.04695254412967475
C8STI_c	C8STI_c	C8STI_c	C-8 sterol isomerase	fecost_c --> epist_c	Ergosterol biosynthesis	0	YMR202W	0.01300037761146078	0.01299705333106708	0.01300370393106708	0.04694461162321095	0.04693260758327666	0.04695662302678087	0.01300252743188016	0.04695254412967475
CA2t_c_e	CA2t_c_e	CA2t_c_e	Ca2+ transport	ca2_e --> ca2_c	Transport	0		0.0005027718069663283	0.0005026376743076495	0.0005028948743076495	0.001815518588654456	0.001815034233064499	0.001815962987172291	0.0005028493753164491	0.001815805243158865
CBL_c	CBL_c	CBL_c	cystathionine b-lyase	cyst__L_c + h2o_c --> hcys__L_c + nh4_c + pyr_c	Cysteine and methionine metabolism	0	YFR055W or YGL184C	0.6142315198669187	1e-07	1.322147470674613	2.218001738770038	3.611019081616972e-07	4.774299745317645	1e-07	3.611032114768278e-07
CBPS_c	CBPS_c	CBPS_c	carbamoyl-phosphate synthase (glutamine-hydrolysing)	2.0 atp_c + gln__L_c + h2o_c + hco3_c --> 2.0 adp_c + cbp_c + glu__L_c + 2.0 h_c + pi_c	Pyrimidine metabolism	0	YJL130C and YJR109C and YOR303W	0.1593936375701041	0.1593936375701041	0.4354090725451221	0.5755734667539858	0.5755734667539858	1.572270469269584	0.1594199807739796	0.5756706703105818
CDPDAGS_rm	CDPDAGS_rm	CDPDAGS_c	CDP-diacylglycerol synthase	ctp_c + h_c + pa_c --> cdpdag_c + ppi_c	Lipid biosynthesis	0	YBR029C	0.01924195445562926	0.01923703036864222	0.01924687396864222	0.06948306470688195	0.06946528373481223	0.06950082916224404	0.01924513262389191	0.06949479195784837
CHORM_c	CHORM_c	CHORM_c	chorismate mutase	chor_c --> pphn_c	Phenylalanine, tyrosine and tryptophan metabolism	0	YPR060C	0.1054073481269228	0.1053803726252965	0.1054342958252965	0.3806279454289612	0.3805305363778523	0.3807252540819941	0.1054247567459718	0.3806921823013378
CHORS_c	CHORS_c	CHORS_c	chorismate synthase	3psme_c --> chor_c + pi_c	Phenylalanine, tyrosine and tryptophan metabolism	0	YGL148W	0.1173853679243767	0.117355343904797	0.117415394704797	0.4238808034775531	0.4237723861699441	0.4239892307546105	0.1174047716456183	0.4239524008393638
CHTNS_c	CHTNS_c	CHTNS_c	chitin synthase	uacgam_c --> chtn_c + h_c + udp_c	Carbohydrate biosynthesis	0	YBR023C or YBR038W or YNL192W	0.005511269437344239	0.00550986259309093	0.005512681993090929	0.01990129910218248	0.01989621896073892	0.01990639986793763	0.005512183237819582	0.0199046706942539
CITICITt_c_m	CITICITt_c_m	CITICITta_m	citrate transport	cit_c + icit_m <=> cit_m + icit_c	Transport	1	YBR291C	0.6750973229592067	3e-07	0.7172914637493134	2.437789315154231	1.083305724485092e-06	2.590153162679739	0.6864410059945445	2.478760517540144
