product,name,precursor,MW (g/mol),rateFBA,yieldFBA,vCarbonSourcesFBA,rateRBA,yieldRBA,vCarbonSourcesRBA,yRBA/yFBA,yieldExp_LB_(g/g_substrate),yieldExp_UB_(g/g_substrate),SimulationSettings,yieldEXP_conditions,yieldExp_ref,fluxExp_LB_(mmol product/(gDW*h)),fluxExp_UB_(mmol product/(gDW*h)),,yield on minimal media at 1.0% exp. growth,FBA: yield on minimal media at 1.0% exp. growth,vCarbonSources,RBA: vCarbonSources,carbonSlack,RBA: carbonSlack,vprod,RBA: vprod,yield,RBA: yield
pmtalc,palmityl alcohol,palmitoyl-CoA,242.44,0.11416738302739309,0.24288320216817982,-0.332925,,,,,,,"media:reset;c_sources:EX_sucr_e;media:reset;c_sources:EX_sucr_e;EX_sucr_e:(-0.332925,1000);EX_k_e:(-0.1,1000);EX_nh4_e:(-0.09,1000);EX_ca2_e:(-0.002844,1000);EX_mg2_e:(-0.004689,1000);EX_pi_e:(-0.01,1000);EX_no3_e:(-0.003217,1000);EX_cl_e:(-0.00643,1000);EX_so4_e:(-0.002,1000);EX_h_e:(-1000,1000);EX_h2o_e:(-1000,1000);EX_btn_c:(-0.01,1000);EX_o2_e:(-26.25403530509562,1000);EX_co2_e:(0,1000);EX_thm_e:(-1000,1000);EX_ribflv_e:(-1000,1000);EX_nac_e:(-1000,1000);EX_pydxn_e:(-1000,1000);EX_fol_e:(-1000,1000);EX_pnto__R_e:(-1000,1000);EX_4abz_e:(-1000,1000);EX_cu2_e:(-1000,1000);EX_fe2_e:(-1000,1000);EX_fe3_e:(-1000,1000);EX_mn2_e:(-1000,1000);EX_na1_e:(-1000,1000);EX_ni2_e:(-1000,1000);EX_zn2_e:(-1000,1000);EX_cobalt2_e:(-1000,1000);EX_inost_e:(-1000,1000);EX_asp__L_e:(-0.00046,1000);EX_thr__L_e:(-0.000276,1000);EX_ser__L_e:(-0.000334,1000);EX_glu__L_e:(-0.001013,1000);EX_gly_e:(-0.000747,1000);EX_tyr__L_e:(-0.000094,1000);EX_lys__L_e:(-0.000216,1000);EX_arg__L_e:(-0.000236,1000);EX_trp__L_e:(-0.000023,1000);EX_chol_e:(-0.090319,1000);EX_ala__L_e:(-0.001179,1000);EX_val__L_e:(-0.000463,1000);EX_met__L_e:(-0.000132,1000);EX_ile__L_e:(-0.000253,1000);EX_leu__L_e:(-0.000709,1000);EX_phe__L_e:(-0.000229,1000);EX_his__L_e:(-0.000205,1000);EX_pro__L_e:(-0.000761,1000);BIOMASS_AERO_SC_hvd:(0.0133333333333333,1000)",,,,,,,,,,,,,,,
polyhb,Polyhydroxybutyrate,Acetoacetyl-CoA,103.1,4.826633115573237,0.49793831173644304,-5.547262026771105,1.443972089043094,0.06255555992480406,-13.209999999598326,0.12562913608044382,0.13,,,,,,,,,UNDF,,-13.209999999598326,,0.0,,1.443972089043094,,0.06255555992480406
retcln,Reticuline,L-Tyrosine and L-phenylalanine,329.4,2.511143874209327,0.3475710873793104,-13.21,0.203122931650815,0.028114666506978366,-13.209941182005009,0.08088896783378399,,,,,,,,,,UNDF,,-13.209941182005009,,0.0,,0.203122931650815,,0.028114666506978366
rsvtol,Resveratrol,L-Tyrosine and malonyl-CoA,228.24,1.465955759336204,0.33458984060967545,-5.550743282537632,0.400094572755716,0.03837097818393927,-13.209999997539551,0.11468064336329307,0.0002,,,,,,,,,UNDF,,-13.209999997539551,,0.0,,0.400094572755716,,0.03837097818393927
sesqt,Sesquiterpenes,Farnesyl diphosphate,246.3,1.1161070880932331,0.2748980962445054,-5.550726324289684,0.273745159979584,0.028330997036965653,-13.209922563274135,0.10305999722808894,0.003,,,,,,,,,UNDF,,-13.209922563274135,,0.0,,0.273745159979584,,0.028330997036965653
skm,Shikimate,Shikimate,174.15,9.725652187360716,0.7116896739912081,-13.21,1.89452612147396,0.13863488556466572,-13.209999997287454,0.19479682034332615,,,,,,,,,,UNDF,,-13.209999997287454,,0.0,,1.89452612147396,,0.13863488556466572
stalc,stearyl alcohol,stearoyl-CoA,270.5,0.10139557881423455,0.24067858340770357,-0.332925,,,,,,,"media:reset;c_sources:EX_sucr_e;media:reset;c_sources:EX_sucr_e;EX_sucr_e:(-0.332925,1000);EX_k_e:(-0.1,1000);EX_nh4_e:(-0.09,1000);EX_ca2_e:(-0.002844,1000);EX_mg2_e:(-0.004689,1000);EX_pi_e:(-0.01,1000);EX_no3_e:(-0.003217,1000);EX_cl_e:(-0.00643,1000);EX_so4_e:(-0.002,1000);EX_h_e:(-1000,1000);EX_h2o_e:(-1000,1000);EX_btn_c:(-0.01,1000);EX_o2_e:(-26.25403530509562,1000);EX_co2_e:(0,1000);EX_thm_e:(-1000,1000);EX_ribflv_e:(-1000,1000);EX_nac_e:(-1000,1000);EX_pydxn_e:(-1000,1000);EX_fol_e:(-1000,1000);EX_pnto__R_e:(-1000,1000);EX_4abz_e:(-1000,1000);EX_cu2_e:(-1000,1000);EX_fe2_e:(-1000,1000);EX_fe3_e:(-1000,1000);EX_mn2_e:(-1000,1000);EX_na1_e:(-1000,1000);EX_ni2_e:(-1000,1000);EX_zn2_e:(-1000,1000);EX_cobalt2_e:(-1000,1000);EX_inost_e:(-1000,1000);EX_asp__L_e:(-0.00046,1000);EX_thr__L_e:(-0.000276,1000);EX_ser__L_e:(-0.000334,1000);EX_glu__L_e:(-0.001013,1000);EX_gly_e:(-0.000747,1000);EX_tyr__L_e:(-0.000094,1000);EX_lys__L_e:(-0.000216,1000);EX_arg__L_e:(-0.000236,1000);EX_trp__L_e:(-0.000023,1000);EX_chol_e:(-0.090319,1000);EX_ala__L_e:(-0.001179,1000);EX_val__L_e:(-0.000463,1000);EX_met__L_e:(-0.000132,1000);EX_ile__L_e:(-0.000253,1000);EX_leu__L_e:(-0.000709,1000);EX_phe__L_e:(-0.000229,1000);EX_his__L_e:(-0.000205,1000);EX_pro__L_e:(-0.000761,1000);BIOMASS_AERO_SC_hvd:(0.0133333333333333,1000)",,,,,,,,,,,,,,,
styr,Styrene,L-Phenylalanine,104.15,2.491549795165277,0.25949555771256505,-5.550731080009622,1.368184557281015,0.059875949074468374,-13.209999997286747,0.2307397845353139,0.001,,,,,,,,,UNDF,,-13.209999997286747,,0.0,,1.368184557281015,,0.059875949074468374
tag,Triacylglycerol,Triacylglycerol,824.3,0.13084233373951282,0.2719810911745942,-2.20113372715757,0.010665980959912,0.022171303866713336,-2.201133727123922,0.0815178135030012,0.14,,"c_sources:EX_glc__D_e;BIOMASS_AERO_SC_hvd:(0.009615384615,0.14);EX_glc__D_e:(-2.20113372715757,1000);EX_nh4_e:(-0.181824845165991,1000);EX_o2_e:(-26.25403530509562,1000)",,,,,,,UNDF,,-2.201133727123922,,0.0,,0.010665980959912,,0.022171303866713336
tal,triacetic acid lactone,Acetyl-CoA and Malonyl-CoA,126.11004,0.007105612999394498,0.06718414909479177,-0.078476895921783,,,,,,,"c_sources:EX_xyl__D_e,EX_glc__D_e;EX_xyl__D_e:(-0.0266525306904169,-0.0266525306904169);EX_glc__D_e:(-0.0518243652313661,-0.0518243652313661);BIOMASS_AERO_SC_hvd:(0,0.0138888888888889);BiomassKim_e:(0,0);EX_btn_c:(0,0.02);ATPM_c:(0,1000);EX_4abz_e:(-1000,1000);EX_fe3_e:(-1000,1000);EX_fol_e:(-1000,1000);EX_inost_e:(-1000,1000);EX_nac_e:(-1000,1000);EX_pnto__R_e:(-1000,1000);EX_pydxn_e:(-1000,1000);EX_ribflv_e:(-1000,1000);EX_thm_e:(-1000,1000);EX_o2_e:(-26.25403530509562,1000)",,,,,,,,,,,,,,,
